filename,otus,sequences,meanSeqLen,shortestSeq,longestSeq,pctMissingData,alignmentLen,shortSequencesRemoved,longBranchesRemoved,monophyliesMasked,nodesCollapsed,divergentOtusRemoved
OG0006773.iq.fa,27,40,249,99,894,0.7718949771689497,1095,2,0,5,0,1
OG0003115.iq.fa,42,53,326,103,462,0.41506058662706313,559,0,3,5,0,2
OG0003956.iq.fa,45,47,171,102,194,0.1857416557426641,211,0,4,1,0,1
OG0004405.iq.fa,34,50,271,102,614,0.600058910162003,679,0,3,2,0,1
OG0005564.iq.fa,27,36,302,102,1421,0.7905140617796219,1446,0,3,1,0,2
OG0001263.iq.fa,43,73,320,99,645,0.5777460512523945,758,1,3,1,0,12
OG0004091.iq.fa,34,46,183,100,280,0.4045031055900621,308,0,5,2,0,3
OG0004376.iq.fa,40,46,279,99,384,0.3795169082125604,450,1,2,2,0,1
OG0003581.iq.fa,37,48,287,102,1036,0.7271090534979424,1053,0,5,2,0,2
OG0003150.iq.fa,33,56,247,99,561,0.7267501580278128,904,3,0,2,0,13
OG0005034.iq.fa,21,44,371,105,1238,0.7334399269072636,1393,0,4,5,0,4
OG0007683.iq.fa,29,32,191,100,236,0.20005230125523013,239,0,2,2,0,1
OG0004626.iq.fa,31,36,262,105,367,0.3169849537037037,384,0,2,1,0,1
OG0004440.iq.fa,25,46,198,99,505,0.7328983556673884,743,1,22,1,0,6
OG0001098.iq.fa,33,82,245,99,335,0.3080384747509447,355,1,5,1,0,27
OG0003913.iq.fa,43,55,230,103,669,0.6661300963187755,689,0,5,0,0,5
OG0006091.iq.fa,21,41,220,99,851,0.7647471362892543,939,1,2,3,0,8
OG0001226.iq.fa,39,88,420,99,2622,0.8691003994447435,3209,1,5,14,0,13
OG0007773.iq.fa,23,31,182,100,290,0.49483158082338263,362,0,0,3,0,1
OG0008709.iq.fa,22,26,192,108,319,0.47717323327079425,369,0,4,1,0,2
OG0005405.iq.fa,24,27,280,106,414,0.5431091776931908,613,0,0,1,0,1
OG0002115.iq.fa,43,69,319,103,420,0.30130339644182286,457,0,2,2,0,10
OG0002956.iq.fa,32,39,173,103,221,0.2635810517166449,236,0,0,0,0,3
OG0004849.iq.fa,36,37,180,100,223,0.2495233823034653,241,0,2,0,0,1
OG0003840.iq.fa,39,49,320,109,488,0.37510442773600666,513,0,3,3,0,4
OG0008259.iq.fa,25,25,214,102,324,0.4188617886178862,369,0,2,0,0,0
OG0005897.iq.fa,28,37,194,99,553,0.6791098028721791,606,1,0,2,0,4
OG0007736.iq.fa,23,24,253,105,362,0.35459183673469385,392,0,0,1,0,0
OG0002150.iq.fa,39,71,316,101,883,0.6723422229342966,967,0,4,9,0,7
OG0001107.iq.fa,38,43,272,102,494,0.6146038628301143,708,0,4,0,0,2
OG0002913.iq.fa,31,53,511,99,1714,0.8075017391427801,2658,1,0,6,0,10
OG0000081.iq.fa,46,319,302,92,873,0.7349175674859593,1142,5,69,39,0,37
OG0005440.iq.fa,24,28,371,99,630,0.42375415282392026,645,1,3,1,0,2
OG0000715.iq.fa,38,47,440,99,1307,0.7384809647073679,1685,1,4,1,0,1
OG0005091.iq.fa,38,50,205,103,325,0.4181869688385269,353,0,5,2,0,4
OG0001457.iq.fa,46,84,505,99,2254,0.8003800492935222,2531,1,5,11,0,10
OG0000263.iq.fa,43,186,163,99,601,0.8033951095947064,832,4,33,19,0,27
OG0002581.iq.fa,31,63,278,99,1252,0.7858548089494972,1299,1,3,4,0,12
OG0000226.iq.fa,35,160,245,100,938,0.791037936913896,1173,0,13,17,0,27
OG0008623.iq.fa,22,27,187,100,491,0.7213692146827362,673,0,18,0,0,0
OG0002724.iq.fa,35,55,280,99,618,0.5925211416490487,688,1,3,7,0,5
OG0000999.iq.fa,46,78,316,102,616,0.6505950866480084,907,0,6,8,0,8
OG0001781.iq.fa,44,70,423,99,1564,0.7374811797006465,1613,1,3,15,0,4
OG0003136.iq.fa,39,53,295,101,473,0.4407875929102344,528,0,2,7,0,3
OG0002274.iq.fa,44,62,340,105,493,0.40893817204301075,576,0,3,6,0,6
OG0006788.iq.fa,31,36,197,101,300,0.4390782828282828,352,0,2,0,0,3
OG0003466.iq.fa,40,46,319,101,470,0.3802241321199865,516,0,2,4,0,2
OG0007858.iq.fa,27,28,428,106,970,0.669415333701048,1295,0,2,0,0,0
OG0006878.iq.fa,27,33,114,100,142,0.42439470077661035,199,0,2,1,0,4
OG0002638.iq.fa,42,49,353,109,460,0.33769013223266836,534,0,2,2,0,2
OG0001871.iq.fa,43,62,149,103,181,0.3437323146576118,228,0,2,2,0,12
OG0005328.iq.fa,32,46,344,102,888,0.6550898724811768,999,0,2,2,0,5
OG0006347.iq.fa,26,26,177,105,213,0.18291386033321516,217,0,2,0,0,0
OG0007555.iq.fa,21,29,293,99,1278,0.7736986010458974,1299,1,2,0,0,1
OG0006617.iq.fa,26,38,218,99,491,0.5720846233230135,510,1,3,2,0,2
OG0001999.iq.fa,40,61,324,99,1654,0.8104562028078436,1713,1,4,5,0,5
OG0003638.iq.fa,22,48,151,99,437,0.701758711374096,507,3,16,8,0,6
OG0004328.iq.fa,29,41,275,99,497,0.510372363510112,562,1,2,3,0,3
OG0005942.iq.fa,38,41,298,99,393,0.24464340845940105,395,1,0,0,0,2
OG0005883.iq.fa,27,29,165,101,195,0.20291777188328913,208,0,2,2,0,0
OG0006826.iq.fa,28,38,238,101,411,0.45583994232155733,438,0,2,3,0,2
OG0009133.iq.fa,24,29,279,100,604,0.6150375225610335,726,0,0,2,0,1
OG0003438.iq.fa,35,46,320,104,979,0.7393776710345071,1231,0,2,6,0,4
OG0004438.iq.fa,36,40,265,101,383,0.3621995192307692,416,0,2,2,0,0
OG0005773.iq.fa,29,32,210,105,247,0.18483527131782945,258,0,2,0,0,1
OG0003128.iq.fa,33,48,290,99,535,0.5440504179728317,638,2,2,7,0,3
OG0004161.iq.fa,30,48,246,99,493,0.5950670498084292,609,1,0,7,0,7
OG0003168.iq.fa,36,58,340,99,846,0.6900944432242477,1099,2,3,5,0,8
OG0005223.iq.fa,24,35,351,99,715,0.6247903643848147,937,1,0,5,0,1
OG0006286.iq.fa,27,45,261,106,1368,0.8110469777136444,1386,0,3,4,0,2
OG0004431.iq.fa,21,38,163,101,306,0.4896704377766847,321,0,2,3,0,9
OG0008970.iq.fa,22,26,598,138,858,0.32244169857292027,884,0,0,0,0,3
OG0002915.iq.fa,42,54,397,104,569,0.3445789023346779,606,0,4,2,0,5
OG0001310.iq.fa,42,89,127,87,197,0.5109991820569116,261,3,10,3,0,20
OG0008935.iq.fa,23,24,184,102,245,0.2830739299610895,257,0,2,0,0,1
OG0000502.iq.fa,41,68,563,99,3525,0.8673388828100113,4247,1,5,6,0,7
OG0006649.iq.fa,25,34,227,103,579,0.6484225838712611,647,0,2,2,0,1
OG0001640.iq.fa,45,54,275,101,375,0.32595309245675996,409,0,2,6,0,2
OG0005438.iq.fa,31,42,259,101,734,0.6501510185720712,741,0,0,2,0,8
OG0000052.iq.fa,45,79,441,100,1085,0.7716673106013476,1933,0,4,5,0,13
OG0006319.iq.fa,22,44,151,100,327,0.5908478314138691,371,0,6,0,0,10
OG0002128.iq.fa,34,58,412,99,1875,0.828110632183908,2400,2,5,3,0,4
OG0008938.iq.fa,21,26,297,99,1250,0.7748251748251749,1320,2,2,0,0,2
OG0002533.iq.fa,31,60,520,104,3592,0.9018018867924529,5300,0,0,8,0,8
OG0004678.iq.fa,37,45,173,110,247,0.3908450704225352,284,0,2,3,0,2
OG0007820.iq.fa,24,33,224,101,841,0.7631318453236261,949,0,0,0,0,9
OG0010065.iq.fa,22,22,178,104,212,0.1824437030859049,218,0,2,0,0,0
OG0000162.iq.fa,41,232,286,99,730,0.6405540172197465,797,1,6,19,0,35
OG0005315.iq.fa,30,37,203,100,361,0.5142247510668563,418,0,3,2,0,3
OG0000193.iq.fa,49,164,314,99,527,0.5676854430167411,727,2,5,21,0,39
OG0003321.iq.fa,26,54,219,99,552,0.6641143440530883,653,1,0,14,0,3
OG0007063.iq.fa,29,38,394,109,577,0.39663093415007655,653,0,0,2,0,3
OG0002605.iq.fa,31,71,220,99,452,0.5517527069108362,493,1,5,8,0,13
OG0001596.iq.fa,45,92,144,105,184,0.3067921780736426,209,0,14,3,0,16
OG0002063.iq.fa,36,74,300,99,745,0.7236822457816933,1086,1,0,4,0,17
OG0005350.iq.fa,31,31,172,112,201,0.32511068943706517,255,0,0,0,0,0
OG0000573.iq.fa,39,131,269,101,979,0.8343338066251482,1629,0,0,11,0,30
OG0008398.iq.fa,24,32,249,99,1110,0.8109825493171472,1318,3,2,1,0,2
OG0007865.iq.fa,22,29,206,104,446,0.5715409929889826,482,0,0,3,0,2
OG0000536.iq.fa,38,126,222,99,530,0.6797003284072249,696,2,0,4,0,26
OG0003981.iq.fa,34,36,261,100,594,0.6443614130434783,736,0,2,1,0,1
OG0002640.iq.fa,33,59,247,99,875,0.834211841686736,1492,1,0,6,0,8
OG0007026.iq.fa,27,30,146,104,171,0.35880640465793306,229,0,2,3,0,0
OG0004988.iq.fa,27,45,263,101,835,0.7252377638598932,958,0,0,7,0,5
OG0002291.iq.fa,39,60,255,100,368,0.4301781737193764,449,0,4,4,0,15
OG0005781.iq.fa,22,38,266,99,1043,0.8179149104794842,1461,1,2,1,0,7
OG0006150.iq.fa,32,38,249,101,456,0.6177964052550979,653,0,0,4,0,2
OG0001409.iq.fa,45,65,318,100,544,0.5316615836439625,681,0,5,1,0,1
OG0004315.iq.fa,32,43,274,101,804,0.7091420256973044,943,0,2,3,0,1
OG0001573.iq.fa,35,63,294,101,667,0.6145540785121388,763,0,2,8,0,8
OG0006400.iq.fa,31,34,212,104,299,0.29441078757084227,301,0,2,1,0,2
OG0000384.iq.fa,43,171,177,99,560,0.761971864064445,747,3,33,8,0,28
OG0007212.iq.fa,24,36,252,100,837,0.7425736961451247,980,0,0,3,0,6
OG0001159.iq.fa,46,72,548,99,968,0.4626047448035695,1021,1,5,2,0,3
OG0003605.iq.fa,34,55,243,99,700,0.6864281524926686,775,1,5,5,0,4
OG0006063.iq.fa,36,41,170,100,247,0.5316804407713499,363,0,2,2,0,1
OG0003291.iq.fa,44,46,167,102,220,0.554607311728751,377,0,2,1,0,1
OG0008207.iq.fa,24,31,197,101,283,0.3831653225806452,320,0,2,1,0,3
OG0004781.iq.fa,32,38,227,102,280,0.1891740026222139,281,0,0,2,0,4
OG0006865.iq.fa,27,27,162,100,183,0.19398606527319398,202,0,0,0,0,0
OG0004817.iq.fa,28,44,245,99,765,0.7379693412244106,937,1,2,1,0,7
OG0000924.iq.fa,36,114,277,100,1574,0.8417251795394987,1754,0,2,15,0,26
OG0008757.iq.fa,24,28,187,108,479,0.6633478931140802,556,0,0,4,0,0
OG0006026.iq.fa,29,31,154,104,192,0.2510178515502662,206,0,2,1,0,1
OG0004350.iq.fa,23,48,521,109,1254,0.7144111476008028,1827,0,2,3,0,12
OG0006898.iq.fa,34,35,221,108,277,0.2272772523643604,287,0,4,1,0,0
OG0003640.iq.fa,40,52,282,101,445,0.4381320870364695,502,0,4,5,0,3
OG0001959.iq.fa,31,60,169,99,314,0.6653517422748192,507,1,3,2,0,9
OG0009277.iq.fa,21,24,253,107,364,0.3320175438596491,380,0,0,2,0,0
OG0001536.iq.fa,39,76,196,100,266,0.37233058685051285,313,0,0,3,0,24
